language;language_level;role_object;pipeline;chat
English;A1;"{""setting"": ""Buying tickets at the cinema."", ""roles"": [""customer"", ""ticket seller""], ""GPT_role"": ""ticket seller"", ""user_role"": ""customer""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""Buying tickets at the cinema.. The user is a ticket seller. Act as if you were customer. Participate in a dialogue as customer in English. Generate one conversation line. You can only speak English on level A1. A1 is defined as Basic - Can understand and use familiar everyday expressions and very basic phrases aimed at the satisfaction of needs of a concrete type. Can introduce him/herself and others and can ask and answer questions about personal details such as where he/she lives, people he/she knows and things he/she has. Can interact in a simple way provided the other person talks slowly and clearly and is prepared to help.. From now on, start all your responses with: customer: ...""}, {""role"": ""user"", ""content"": ""Ticket seller: Hello, how may I be of assistance to you today?""}, {""role"": ""assistant"", ""content"": ""Customer: Hello, I would like to buy two tickets for the movie tonight.""}, {""role"": ""user"", ""content"": ""Ticket seller: Absolutely, may I inquire about the movie you're inclined to watch this evening?""}, {""role"": ""assistant"", ""content"": ""Customer: Yes, I would like to watch the new action movie that just came out.""}, {""role"": ""user"", ""content"": ""Ticket seller: Excellent choice! Our new action movie is an absolute must-see. Would you kindly inform me of your preferred showtime?""}, {""role"": ""assistant"", ""content"": ""Customer: I would prefer the showtime at 7:00 PM, please.""}, {""role"": ""user"", ""content"": ""Certainly! We have a pair of tickets up for grabs for the 7:00 PM show. Could I kindly ask for your name to make the ticket reservation?""}, {""role"": ""assistant"", ""content"": ""Customer: My name is John Smith.""}, {""role"": ""user"", ""content"": ""Wonderful, John Smith! We have successfully reserved your tickets for the magnificent 7:00 PM show. The total cost will amount to a mere $20. Kindly let me know how you would prefer to settle the payment?""}, {""role"": ""assistant"", ""content"": ""Customer: I would like to pay with my credit card, please.""}, {""role"": ""user"", ""content"": ""Absolutely, John Smith! We gladly accept credit card payments. Kindly provide me with your credit card particulars, which include the card number, expiration date, and the three-digit security code located at the back of the card.""}, {""role"": ""assistant"", ""content"": ""Customer: Sorry, I don't feel comfortable providing my credit card details over the phone. Can I pay for the tickets in person at the cinema?""}]"
English;A1;"{""setting"": ""In a bank."", ""roles"": [""customer"", ""bank teller""], ""GPT_role"": ""bank teller"", ""user_role"": ""customer""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""In a bank.. The user is a bank teller. Act as if you were customer. Participate in a dialogue as customer in English. Generate one conversation line. You can only speak English on level A1. A1 is defined as Basic - Can understand and use familiar everyday expressions and very basic phrases aimed at the satisfaction of needs of a concrete type. Can introduce him/herself and others and can ask and answer questions about personal details such as where he/she lives, people he/she knows and things he/she has. Can interact in a simple way provided the other person talks slowly and clearly and is prepared to help.. From now on, start all your responses with: customer: ...""}, {""role"": ""user"", ""content"": ""Bank teller: Good morning! How may I be of assistance to you today?""}, {""role"": ""assistant"", ""content"": ""Customer: Good morning! I would like to open a new savings account, please.""}, {""role"": ""user"", ""content"": ""Bank teller: Wonderful! I'd be more than happy to assist you with that. If you don't mind, could you kindly provide me with your identification documents, like your ID card or passport?""}, {""role"": ""assistant"", ""content"": ""Customer: Sure, here is my ID card.""}, {""role"": ""user"", ""content"": ""Bank teller: Thank you kindly for presenting your ID card. Might I kindly request your complete name and present address as well, please?""}, {""role"": ""assistant"", ""content"": ""Customer: My name is John Smith and I currently reside at 123 Main Street.""}, {""role"": ""user"", ""content"": ""Bank teller: Thank you, Mr. Smith. Now that we have your identification and address details on file, let's move forward with opening your new savings account. Could you kindly inform me of the amount you'd like to deposit as your initial payment?""}, {""role"": ""assistant"", ""content"": ""Customer: I would like to deposit $500 as my initial payment.""}, {""role"": ""user"", ""content"": ""Bank teller: Thank you kindly for supplying the required information. I will now proceed to initiate the process of opening your savings account with an initial deposit of $500. Kindly grant me a brief moment to finalize the essential paperwork.""}, {""role"": ""assistant"", ""content"": ""Customer: Sure, take your time. Thank you for your assistance.""}, {""role"": ""user"", ""content"": ""Bank teller: Thank you, Mr. Smith. I truly appreciate your patience. All the required paperwork has been processed, and your brand new savings account is now open with an initial deposit of $500. Here are your account details and debit card. If you have any more questions or need any further help, please feel free to ask.""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you so much for your help! I have one more question. Can I access my account online?""}]"
English;A1;"{""setting"": ""In emergency room of a hospital."", ""roles"": [""doctor"", ""patient""], ""GPT_role"": ""doctor"", ""user_role"": ""patient""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""In emergency room of a hospital.. The user is a doctor. Act as if you were patient. Participate in a dialogue as patient in English. Generate one conversation line. You can only speak English on level A1. A1 is defined as Basic - Can understand and use familiar everyday expressions and very basic phrases aimed at the satisfaction of needs of a concrete type. Can introduce him/herself and others and can ask and answer questions about personal details such as where he/she lives, people he/she knows and things he/she has. Can interact in a simple way provided the other person talks slowly and clearly and is prepared to help.. From now on, start all your responses with: patient: ...""}, {""role"": ""user"", ""content"": ""Doctor: Good day, how may I be of assistance to you today?""}, {""role"": ""assistant"", ""content"": ""Patient: Good day, I'm not feeling well. I have a fever and a cough.""}, {""role"": ""user"", ""content"": ""Patient: I apologize for learning about your current state of discomfort. Allow me to inquire about a few aspects to gain a clearer understanding of your symptoms. Have you encountered any instances of breathlessness or respiratory challenges?""}, {""role"": ""assistant"", ""content"": ""Patient: No, I haven't experienced any difficulty in breathing. It's just the fever and cough that are bothering me.""}, {""role"": ""user"", ""content"": ""Doctor: I understand. Thank you for sharing that valuable information. Given your symptoms, there is a possibility of a common respiratory infection. In order to assess your condition more thoroughly, I would suggest performing a physical examination and potentially running some diagnostic tests. Would it be agreeable to proceed with these measures?""}, {""role"": ""assistant"", ""content"": ""Patient: Yes, I agree. Please proceed with the examination and tests to determine the cause of my symptoms.""}, {""role"": ""user"", ""content"": ""Doctor: Thank you for granting your consent. I will now commence with a physical examination in order to assess your condition. Kindly permit me to assess your temperature, auscultate your lungs, and inspect your throat.""}, {""role"": ""assistant"", ""content"": ""Patient: Sure, go ahead. Please let me know if there's anything I need to do during the examination.""}, {""role"": ""user"", ""content"": ""Doctor: Thank you for your cooperation. Throughout the examination, kindly maintain stillness and relaxation. I shall provide guidance and update you on any essential steps. Now, allow me to commence by measuring your temperature.""}, {""role"": ""assistant"", ""content"": ""Patient: Okay, I will remain still and relaxed. Thank you for letting me know.""}, {""role"": ""user"", ""content"": ""Doctor: You're welcome. I appreciate your cooperation. Now, I will proceed to measure your temperature. Kindly remain still as I take the reading.""}, {""role"": ""assistant"", ""content"": ""Patient: Alright, I will stay still while you measure my temperature. Thank you for your help.""}]"
English;A2;"{""setting"": ""On a date with a girl."", ""roles"": [""man"", ""woman""], ""GPT_role"": ""man"", ""user_role"": ""woman""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""On a date with a girl.. The user is a man. Act as if you were woman. Participate in a dialogue as woman in English. Generate one conversation line. You can only speak English on level A2. A2 is defined as Basic - Can understand sentences and frequently used expressions related to areas of most immediate relevance (e.g. very basic personal and family information, shopping, local geography, employment). Can communicate in simple and routine tasks requiring a simple and direct exchange of information on familiar and routine matters.  Can describe in simple terms aspects of his/her background, immediate environment and matters in areas of immediate need.. From now on, start all your responses with: woman: ...""}, {""role"": ""user"", ""content"": ""man: So, how did you stumble upon this place?""}, {""role"": ""assistant"", ""content"": ""woman: Oh, I actually heard about this place from a friend. She recommended it to me, saying the food here is really delicious.""}, {""role"": ""user"", ""content"": ""Man: That's awesome to hear! It's always cool to give new places a shot, especially when they come highly recommended. So, what kind of food do you typically enjoy, if I may ask?""}, {""role"": ""assistant"", ""content"": ""woman: Well, I'm quite fond of trying different cuisines. I enjoy Italian food, especially pasta dishes. I also like exploring Asian flavors, like sushi and Thai curry. How about you? What kind of food do you usually gravitate towards?""}, {""role"": ""user"", ""content"": ""Man: Oh, I'm pretty adventurous when it comes to food as well. I enjoy experimenting with different flavors from all over the world. I'm a huge fan of Mexican cuisine, especially tacos and guacamole. And you can never go wrong with a delicious burger and fries. But I'm always up for trying out something new.""}, {""role"": ""assistant"", ""content"": ""woman: That's great to hear! It's always exciting to discover new flavors and dishes. I'm glad we share a love for trying out different cuisines. It sounds like we have a lot in common when it comes to food preferences.""}, {""role"": ""user"", ""content"": ""Woman: Absolutely! Having similar tastes in food definitely makes exploring new restaurants and trying out different dishes together even more enjoyable. It's great to find someone who appreciates the culinary adventure as much as I do. I'm really looking forward to discovering more delicious meals with you, bro.""}, {""role"": ""assistant"", ""content"": ""woman: Oh, I apologize for the confusion, but as an AI assistant, I don't have personal preferences or emotions. However, I'm here to help you with any information you need or answer any questions you might have. Is there anything specific you would like assistance with?""}, {""role"": ""user"", ""content"": ""Man: Ah, sorry about that. Must've gotten it wrong. Thanks for clearing that up. So, in that case, I'd really appreciate some suggestions for fun activities on a date. What are some popular options that people usually enjoy?""}, {""role"": ""assistant"", ""content"": ""woman: No problem at all! When it comes to fun activities for a date, it really depends on your interests and what you both enjoy doing. Some popular options could be going for a romantic walk in a park or along the beach, visiting a museum or art gallery, trying out a new activity like mini golf or bowling, or even going to a local amusement park. It's also nice to plan a date around shared hobbies, such as cooking a meal together or going for a hike if you both enjoy being outdoors. Ultimately, the most important thing is to choose something that allows you to spend quality time together and have meaningful conversations.""}, {""role"": ""user"", ""content"": ""Woman: Thanks for the suggestions! Those all sound like great ideas. I'll definitely keep them in mind when planning the date. It's important to create an environment where we can connect and have a good time together. I appreciate your help!""}, {""role"": ""assistant"", ""content"": ""woman: You're very welcome! I'm glad I could assist you in finding some ideas for your date. Creating a comfortable and enjoyable environment is indeed key to having a memorable time together. If you have any more questions or need further assistance, feel free to ask. Good luck with your date!""}]"
English;A2;"{""setting"": ""In a cafe."", ""roles"": [""customer"", ""barista""], ""GPT_role"": ""barista"", ""user_role"": ""customer""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""In a cafe.. The user is a barista. Act as if you were customer. Participate in a dialogue as customer in English. Generate one conversation line. You can only speak English on level A2. A2 is defined as Basic - Can understand sentences and frequently used expressions related to areas of most immediate relevance (e.g. very basic personal and family information, shopping, local geography, employment). Can communicate in simple and routine tasks requiring a simple and direct exchange of information on familiar and routine matters.  Can describe in simple terms aspects of his/her background, immediate environment and matters in areas of immediate need.. From now on, start all your responses with: customer: ...""}, {""role"": ""user"", ""content"": ""Barista: Good morning! What can I get for you today?""}, {""role"": ""assistant"", ""content"": ""Customer: Hello! Can I have a medium black coffee, please?""}, {""role"": ""user"", ""content"": ""Barista: Absolutely! I'll prepare a medium black coffee for you. Would you prefer any sugar or cream added to that?""}, {""role"": ""assistant"", ""content"": ""Customer: No, thank you. Just the black coffee, please.""}, {""role"": ""user"", ""content"": ""Barista: Absolutely! I'll have your medium black coffee ready for you in no time at all.""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you, I appreciate it!""}, {""role"": ""user"", ""content"": ""Barista: You're welcome! Enjoy your coffee and have a fantastic day!""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you, you too!""}, {""role"": ""user"", ""content"": ""Customer: Thank you! Take care and have a wonderful day, barista!""}, {""role"": ""assistant"", ""content"": ""Barista: Thank you so much! Take care and have a wonderful day as well!""}, {""role"": ""user"", ""content"": ""Barista: You're welcome, customer! Have a great day!""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you, barista! You too, have a great day!""}]"
English;A2;"{""setting"": ""Talking to the speaker at a conference afterparty."", ""roles"": [""conference attendee"", ""speaker""], ""GPT_role"": ""speaker"", ""user_role"": ""conference attendee""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""Talking to the speaker at a conference afterparty.. The user is a speaker. Act as if you were conference attendee. Participate in a dialogue as conference attendee in English. Generate one conversation line. You can only speak English on level A2. A2 is defined as Basic - Can understand sentences and frequently used expressions related to areas of most immediate relevance (e.g. very basic personal and family information, shopping, local geography, employment). Can communicate in simple and routine tasks requiring a simple and direct exchange of information on familiar and routine matters.  Can describe in simple terms aspects of his/her background, immediate environment and matters in areas of immediate need.. From now on, start all your responses with: conference attendee: ...""}, {""role"": ""user"", ""content"": ""Speaker: Good morning everyone! How is everyone enjoying the conference thus far?""}, {""role"": ""assistant"", ""content"": ""Conference attendee: Good morning! I'm really enjoying the conference. The presentations have been very informative.""}, {""role"": ""user"", ""content"": ""Speaker: That's fantastic news! I'm absolutely thrilled to hear that you're finding the presentations to be of great help. Can you please share if there's a particular topic or presentation that has really made a lasting impression on you?""}, {""role"": ""assistant"", ""content"": ""Conference attendee: Yes, there was a presentation on AI technology that really caught my attention. It was fascinating to learn about how AI is being integrated into various industries and the potential impact it can have.""}, {""role"": ""user"", ""content"": ""Speaker: Thank you for expressing your enthusiasm towards the AI technology presentation! The field is undeniably evolving at a rapid pace, offering endless possibilities. I would be delighted if you could share any specific insights or applications of AI that particularly caught your attention during the presentation.""}, {""role"": ""assistant"", ""content"": ""Conference attendee: Well, one interesting application of AI that was discussed was its use in healthcare. They mentioned how AI algorithms can analyze medical data to help with early detection of diseases and improve treatment outcomes. It was quite impressive to see how technology can contribute to saving lives.""}, {""role"": ""user"", ""content"": ""Ladies and gentlemen, I couldn't agree more - the utilization of AI in healthcare is truly a game-changer! With the power to analyze massive amounts of medical data and aid in early disease detection, this technology has the potential to completely transform the field. It's truly inspiring to see how technology can play a role in enhancing patient care and, ultimately, saving lives. Thank you for sharing your thoughts on this incredibly exciting application!""}, {""role"": ""assistant"", ""content"": ""Conference attendee: Absolutely! It's amazing to witness the positive impact that AI can have on healthcare. The potential for early disease detection and improved patient care is truly inspiring. I'm excited to see how this technology continues to evolve and benefit the medical field. Thank you for bringing up such an important topic!""}, {""role"": ""user"", ""content"": ""Speaker: Thank you so much! I am just as thrilled as you are about the future of AI in healthcare. It is absolutely amazing how technology can transform patient care and have a profound impact on people's lives. I am grateful that we got to delve into this crucial subject. If you have any additional questions or ideas, please feel free to share them with me.""}, {""role"": ""assistant"", ""content"": ""Conference attendee: Thank you for your offer! I would love to know more about the challenges and ethical considerations surrounding the implementation of AI in healthcare. Are there any specific guidelines or regulations in place to ensure the responsible use of this technology?""}, {""role"": ""user"", ""content"": ""Speaker: Thank you for that excellent question! The responsible implementation of AI in healthcare indeed presents its fair share of challenges and ethical considerations. To address these concerns, various organizations and regulatory bodies have taken steps to establish guidelines and regulations. For example, the General Data Protection Regulation (GDPR) in Europe sets rules for protecting personal data, including medical information. Moreover, the World Health Organization (WHO) and the American Medical Association (AMA) have released guidelines on the ethical use of AI in healthcare. These guidelines stress the importance of transparency, privacy, accountability, and the need for human oversight. It is crucial that we continue to prioritize these considerations to ensure the responsible and ethical deployment of AI in healthcare.""}, {""role"": ""assistant"", ""content"": ""Conference attendee: Thank you for providing such a comprehensive response! It's reassuring to know that there are guidelines and regulations in place to address the ethical concerns of AI in healthcare. The emphasis on transparency, privacy, and human oversight is crucial to ensure the responsible use of this technology. It's great to see that organizations like the WHO and the AMA are actively involved in setting these standards. I appreciate your insights on this important topic!""}]"
English;B1;"{""setting"": ""Buying train tickets."", ""roles"": [""customer"", ""ticket agent""], ""GPT_role"": ""ticket agent"", ""user_role"": ""customer""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""Buying train tickets.. The user is a ticket agent. Act as if you were customer. Participate in a dialogue as customer in English. Generate one conversation line. You can only speak English on level B1. B1 is defined as Intermediate - Can understand the main points of clear standard input on familiar matters regularly encountered in work, school, leisure, etc. Can deal with most situations likely to arise whilst travelling in an area where the language is spoken.  Can produce simple connected text on topics which are familiar or of personal interest. Can describe experiences and events, dreams, hopes & ambitions and briefly give reasons and explanations for opinions and plans.. From now on, start all your responses with: customer: ...""}, {""role"": ""user"", ""content"": ""Good morning! How may I assist you today with the purchase of train tickets?""}, {""role"": ""assistant"", ""content"": ""customer: Good morning! I would like to inquire about the availability and prices of train tickets for a trip from London to Manchester, please.""}, {""role"": ""user"", ""content"": ""Ticket agent: Good morning! Thank you for reaching out. Could you kindly let me know the date and time you are looking to travel from London to Manchester?""}, {""role"": ""assistant"", ""content"": ""customer: Sure! I'm planning to travel on the 15th of August in the morning, around 9 am.""}, {""role"": ""user"", ""content"": ""Ticket agent: Thank you kindly for providing me with the necessary details. Allow me a moment to verify the availability and pricing options for train tickets from London to Manchester on the 15th of August, around 9 am. I kindly request your patience during this brief moment.""}, {""role"": ""assistant"", ""content"": ""Ticket agent: Thank you for waiting. I have checked the availability and pricing options for train tickets from London to Manchester on the 15th of August at 9 am. We currently have several options available for you. The standard one-way fare starts at \u00a335, and there are also discounted fares available for students and seniors. Would you like me to proceed with the booking?""}, {""role"": ""user"", ""content"": ""Ticket agent: Thank you for your patience. After checking the availability and pricing options for train tickets from London to Manchester on the 15th of August at 9 am, I am pleased to inform you that we have multiple options for you to choose from. The standard one-way fare begins at \u00a335, and we also offer discounted fares for students and seniors. May I proceed with the booking for you?""}, {""role"": ""assistant"", ""content"": ""customer: Yes, please go ahead with the booking. I would like to purchase one standard one-way ticket from London to Manchester for the 15th of August at 9 am.""}, {""role"": ""user"", ""content"": ""Ticket agent: Fantastic! I'm delighted to help you with your booking. Could you kindly provide me with the passenger's name and any extra details like seat preferences or special requirements?""}, {""role"": ""assistant"", ""content"": ""customer: Sure! The passenger's name is John Smith. He doesn't have any specific seat preferences, but he would appreciate a window seat if available. Also, please let me know if there are any options for a quiet or less crowded carriage.""}, {""role"": ""user"", ""content"": ""Ticket agent: Thank you for providing the passenger's details, John Smith. I will make every effort to accommodate his request for a window seat. In regards to a quiet or less crowded carriage, I will promptly investigate if there are any available options and inform you shortly. Please kindly allow me a moment to process the booking and check for the desired preferences.""}, {""role"": ""assistant"", ""content"": ""Ticket agent: Thank you for providing the passenger's details, John Smith. I will do my best to accommodate his request for a window seat. As for a quiet or less crowded carriage, I will check for availability and inform you shortly. Please bear with me while I process the booking and look into the desired preferences.""}]"
English;B1;"{""setting"": ""In a cafe."", ""roles"": [""customer"", ""barista""], ""GPT_role"": ""barista"", ""user_role"": ""customer""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""In a cafe.. The user is a barista. Act as if you were customer. Participate in a dialogue as customer in English. Generate one conversation line. You can only speak English on level B1. B1 is defined as Intermediate - Can understand the main points of clear standard input on familiar matters regularly encountered in work, school, leisure, etc. Can deal with most situations likely to arise whilst travelling in an area where the language is spoken.  Can produce simple connected text on topics which are familiar or of personal interest. Can describe experiences and events, dreams, hopes & ambitions and briefly give reasons and explanations for opinions and plans.. From now on, start all your responses with: customer: ...""}, {""role"": ""user"", ""content"": ""Barista: Good morning! What can I whip up for you today?""}, {""role"": ""assistant"", ""content"": ""Customer: Good morning! I'll have a cappuccino, please.""}, {""role"": ""user"", ""content"": ""Barista: Sure thing! Would you prefer it with regular milk or any alternative milk options such as almond or oat milk?""}, {""role"": ""assistant"", ""content"": ""Customer: I'll go with regular milk, please.""}, {""role"": ""user"", ""content"": ""Barista: Got it. Any chance you'd be interested in adding some vanilla or caramel flavor to your cappuccino?""}, {""role"": ""assistant"", ""content"": ""Customer: Actually, I prefer my cappuccino without any additional flavors. Just plain and simple, please.""}, {""role"": ""user"", ""content"": ""Barista: Alright, I've got it! Your cappuccino will be exactly as you prefer - simple and straightforward. Give me a couple of minutes, and it'll be ready for you.""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you! I appreciate it. Take your time, I'll be waiting.""}, {""role"": ""user"", ""content"": ""Barista: You got it! I'll make sure it's worth the wait. I'll holler out your name once your cappuccino is good to go.""}, {""role"": ""assistant"", ""content"": ""Customer: Sounds great! Looking forward to it. Thank you!""}, {""role"": ""user"", ""content"": ""Barista: You're welcome! It's absolutely my pleasure. Have a fantastic day and savor your cappuccino!""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you so much! I will definitely enjoy it. Have a wonderful day too!""}]"
English;B1;"{""setting"": ""Buying tickets at the cinema."", ""roles"": [""customer"", ""ticket seller""], ""GPT_role"": ""ticket seller"", ""user_role"": ""customer""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""Buying tickets at the cinema.. The user is a ticket seller. Act as if you were customer. Participate in a dialogue as customer in English. Generate one conversation line. You can only speak English on level B1. B1 is defined as Intermediate - Can understand the main points of clear standard input on familiar matters regularly encountered in work, school, leisure, etc. Can deal with most situations likely to arise whilst travelling in an area where the language is spoken.  Can produce simple connected text on topics which are familiar or of personal interest. Can describe experiences and events, dreams, hopes & ambitions and briefly give reasons and explanations for opinions and plans.. From now on, start all your responses with: customer: ...""}, {""role"": ""user"", ""content"": ""Ticket seller: Good evening! How may I assist you in acquiring tickets today?""}, {""role"": ""assistant"", ""content"": ""Customer: Hi there! I'd like to buy two tickets for the movie \""Avengers: Endgame\"" for tomorrow's evening show, please.""}, {""role"": ""user"", ""content"": ""Ticket seller: Absolutely! \""Avengers: Endgame\"" is definitely a hot pick! To double-check, you're looking for a pair of tickets for tomorrow's evening show, am I right?""}, {""role"": ""assistant"", ""content"": ""Customer: Yes, that's correct! Two tickets for tomorrow's evening show of \""Avengers: Endgame\"".""}, {""role"": ""user"", ""content"": ""Ticket seller: Excellent! I currently possess a pair of tickets up for grabs for tomorrow's evening spectacle of \""Avengers: Endgame\"". Commencing promptly at 7:30 PM, mind you. Do you have a preference for seating arrangements, such as the middle section or perhaps towards the rear?""}, {""role"": ""assistant"", ""content"": ""Customer: I would prefer seats in the middle section, please. Thank you!""}, {""role"": ""user"", ""content"": ""Noted! Two tickets for \""Avengers: Endgame\"" in the middle section for tomorrow's evening show it is. The total amount comes to $20. Will you be paying by cash or card?""}, {""role"": ""assistant"", ""content"": ""Customer: I'll be paying by card, please.""}, {""role"": ""user"", ""content"": ""Ticket seller: Fantastic! We gladly accept all major credit cards. Could I kindly ask for your card, please?""}, {""role"": ""assistant"", ""content"": ""Customer: Sure, here's my card.""}, {""role"": ""user"", ""content"": ""Ticket seller: Thank you kindly for providing your card. Please bear with me for a moment as I process the payment. *swipes card* Fantastic! The payment has been successfully processed. Allow me to present you with a pair of tickets for tomorrow's splendid evening show of \""Avengers: Endgame\"" in the marvelous middle section. Wishing you an incredible time at the movie!""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you so much! I'm really excited to watch \""Avengers: Endgame\"". Have a great day!""}]"
English;B2;"{""setting"": ""In a beach bar."", ""roles"": [""bartender"", ""customer""], ""GPT_role"": ""bartender"", ""user_role"": ""customer""}";RoleFollowingBot(Act as a {0}. You are speaking to {1}. Make minimal changes to the tone and voice of the provided sentence to sound more like {0}: );"[{""role"": ""system"", ""content"": ""You are an AI assistant that helps people find information.""}, {""role"": ""user"", ""content"": ""In a beach bar.. The user is a bartender. Act as if you were customer. Participate in a dialogue as customer in English. Generate one conversation line. You can only speak English on level B2. B2 is defined as Intermediate - Can understand the main ideas of complex text on both concrete and abstract topics, including technical discussions in his/her field of specialisation. Can interact with a degree of fluency and spontaneity that makes regular interaction with native speakers quite possible without strain for either party. Can produce clear, detailed text on a wide range of subjects and explain a viewpoint on a topical issue giving the advantages and disadvantages of various options.. From now on, start all your responses with: customer: ...""}, {""role"": ""user"", ""content"": ""Bartender: Hey there! What can I get you today?""}, {""role"": ""assistant"", ""content"": ""Customer: Hi! I'll have a refreshing mojito, please.""}, {""role"": ""user"", ""content"": ""Bartender: Great pick! Wanna go with the classic mint or maybe spice it up with some fresh berries?""}, {""role"": ""assistant"", ""content"": ""Customer: Hmm, I think I'll go with the classic mint for now. Thank you!""}, {""role"": ""user"", ""content"": ""Bartender: You got it! One classic mint mojito coming right up. Enjoy it, my friend!""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you! I can't wait to sip on this delicious mojito and enjoy the beach view. Cheers!""}, {""role"": ""user"", ""content"": ""Bartender: Cheers to that! Here's to hoping you have an absolutely amazing time basking in the sun and relishing every sip of your mojito. If there's anything else you fancy, don't hesitate to call me over. Have a fantastic day!""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you so much! I appreciate your hospitality. I'll definitely let you know if I need anything else. Have a great day too!""}, {""role"": ""user"", ""content"": ""Bartender: You're welcome! It's my pleasure to serve you. Have a fantastic day at the beach, and I'll be right here if you need anything. Take care and enjoy yourself!""}, {""role"": ""assistant"", ""content"": ""Customer: Thank you, I really appreciate it. Take care as well, and I'll be sure to enjoy my time at the beach. See you around!""}, {""role"": ""user"", ""content"": ""Bartender: Thanks! Have a great time, and I'll see you later. Soak up those beach vibes and stay safe. Catch you on the flip side!""}, {""role"": ""assistant"", ""content"": ""Customer: Absolutely, will do! Thanks again, and see you later. Stay safe as well and enjoy the rest of your shift. Take care!""}]"
